0.000000000000000000e+00 2.889000000000000000e+03 2.129099328177312600e+02 1.282641199384416723e+03 1.069731266566685463e+03 7.925363318489842890e-05
1.000000000000000000e+00 9.176000000000000000e+03 1.965687375749860166e+02 1.259423915318080390e+03 1.455992652893066406e+03 2.150832901176717284e-05
2.000000000000000000e+00 5.890000000000000000e+03 1.202832042149134395e+02 1.424182452610560858e+03 1.544465656825474298e+03 5.110219723635842348e-05
3.000000000000000000e+00 3.160000000000000000e+03 1.790708312988281250e+02 1.281431117466517890e+03 1.102360286167689765e+03 7.798854957874968229e-05
4.000000000000000000e+00 4.419000000000000000e+03 1.405911233084539163e+02 1.512680964878627037e+03 1.372089841570173121e+03 9.694488159504675981e-05
5.000000000000000000e+00 3.506000000000000000e+03 2.296849397931780459e+02 1.070544143676757812e+03 1.300229083469935858e+03 7.233616082199900807e-05
6.000000000000000000e+00 8.545000000000000000e+03 1.633583025251116396e+02 1.435840277535574842e+03 1.599198580060686481e+03 7.954730761868009732e-05
7.000000000000000000e+00 1.004500000000000000e+04 1.408654861450193039e+02 1.218675722394670856e+03 1.359541208539690160e+03 2.996650608258694045e-05
8.000000000000000000e+00 4.390000000000000000e+02 1.847073713030131330e+02 1.073113248552594996e+03 1.257820619855608129e+03 5.698719214304193029e-05
9.000000000000000000e+00 3.404000000000000000e+03 1.369903640747070312e+02 1.196436536516462183e+03 1.059446172441755152e+03 7.072808879552145019e-05
1.000000000000000000e+01 6.233000000000000000e+03 1.825688400268554688e+02 8.516126905168805479e+02 1.034181530543736017e+03 7.830811424852444208e-05
1.100000000000000000e+01 3.348000000000000000e+03 1.159675979614257812e+02 1.437701083592006171e+03 1.553668681553431952e+03 5.927504973585597474e-05
1.200000000000000000e+01 7.071000000000000000e+03 1.896222773960656696e+02 9.370835658482143344e+02 1.126705843244280004e+03 2.235303737453458997e-05
1.300000000000000000e+01 9.496000000000000000e+03 1.351710314069475771e+02 1.446171061924525702e+03 1.581342093331473279e+03 5.518305954027656179e-05
1.400000000000000000e+01 2.976000000000000000e+03 1.537570604596819521e+02 1.100681704929896796e+03 9.469246444702148438e+02 9.943530773857054675e-05
1.500000000000000000e+01 2.426000000000000000e+03 1.244335479736330399e+02 1.405310246058872963e+03 1.280876698085239923e+03 9.824118317778946180e-05
1.600000000000000000e+01 9.577000000000000000e+03 2.019345877511160552e+02 1.136470669337681329e+03 9.345360815865652739e+02 7.210778240095867006e-05
1.700000000000000000e+01 4.060000000000000000e+03 1.450664509364535206e+02 1.128214064461844373e+03 1.273280515398297894e+03 3.098850966509620057e-05
1.800000000000000000e+01 8.834000000000000000e+03 1.827091118948799249e+02 1.626868570600237035e+03 1.444159458705357110e+03 7.925061265044334525e-05
1.900000000000000000e+01 5.210000000000000000e+03 1.697058933803014042e+02 1.291274230957031250e+03 1.460980124337332654e+03 9.556008924038869243e-05
2.000000000000000000e+01 4.346000000000000000e+03 1.566739861624580499e+02 1.373856070382254529e+03 1.530530056544712579e+03 4.032155540255737575e-05
2.100000000000000000e+01 2.241000000000000000e+03 1.630495616367884395e+02 1.104913526262555933e+03 1.267963087899344373e+03 6.116862300350767731e-05
2.200000000000000000e+01 8.577000000000000000e+03 1.565364183698379748e+02 1.395749642508370471e+03 1.239213224138532496e+03 2.946386805081804326e-05
2.300000000000000000e+01 5.684000000000000000e+03 1.595900595528739814e+02 1.335373306274414062e+03 1.494963365827288044e+03 8.012775432372549903e-05
2.400000000000000000e+01 4.351000000000000000e+03 1.207318267822263351e+02 1.327929301670619452e+03 1.448661128452845787e+03 1.661495968539520898e-05
2.500000000000000000e+01 4.346000000000000000e+03 1.372574975149971124e+02 1.393272559029715467e+03 1.530530056544712579e+03 7.560451511671591423e-05
2.600000000000000000e+01 1.890000000000000000e+03 1.244886300223215585e+02 1.589214599609375000e+03 1.713703229631696558e+03 8.548895636792549178e-05
2.700000000000000000e+01 2.003000000000000000e+03 1.636028594970703125e+02 1.516646094185965467e+03 1.353043234688895154e+03 9.856209299096254164e-05
2.800000000000000000e+01 1.474000000000000000e+03 1.468989181518554688e+02 1.379332868303571558e+03 1.232433950151716090e+03 5.986189926434974087e-05
2.900000000000000000e+01 3.250000000000000000e+02 1.339723968505859375e+02 1.313214340209960938e+03 1.179241943359375000e+03 7.068176079276069558e-05
3.000000000000000000e+01 5.500000000000000000e+03 1.494167436872210146e+02 1.285724550519670856e+03 1.136307806832449842e+03 8.518872693261945767e-05
3.100000000000000000e+01 1.869000000000000000e+03 1.088034602573939083e+02 1.210203720092773438e+03 1.101400259835379529e+03 6.661685979118176003e-05
3.200000000000000000e+01 4.148000000000000000e+03 1.740199911934987540e+02 1.139830472673688746e+03 1.313850463867187500e+03 5.164199150379385851e-05
3.300000000000000000e+01 1.025400000000000000e+04 1.258448028564453125e+02 1.340815880911690783e+03 1.466660683768136096e+03 6.928110760722407829e-05
3.400000000000000000e+01 7.076000000000000000e+03 1.428108814784459355e+02 1.224628550938197577e+03 1.081817669459751642e+03 6.820260353746588960e-05
3.500000000000000000e+01 7.608000000000000000e+03 5.416716657366077925e+01 9.476632635934013251e+02 8.934960970197405459e+02 6.662755616808688349e-05
3.600000000000000000e+01 1.017900000000000000e+04 1.592047925676620252e+02 1.267601560320172894e+03 1.426806352887834919e+03 6.741053098919559932e-05
3.700000000000000000e+01 4.186000000000000000e+03 1.829672382899691456e+02 1.322953111921037817e+03 1.139985873631068671e+03 5.316063314224474750e-05
3.800000000000000000e+01 9.335000000000000000e+03 1.566082698277066356e+02 1.097493595668247735e+03 1.254101865495954371e+03 7.853604685678544140e-05
3.900000000000000000e+01 8.545000000000000000e+03 2.469977722167968750e+02 1.352200807843889606e+03 1.599198580060686481e+03 6.793704906488652281e-05
4.000000000000000000e+01 8.834000000000000000e+03 1.301118752615791436e+02 1.574271333966936254e+03 1.444159458705357110e+03 9.358660500170351516e-05
4.100000000000000000e+01 6.525000000000000000e+03 1.317674604143414854e+02 1.287098151070731092e+03 1.418865611485072577e+03 9.715772768448816530e-05
4.200000000000000000e+01 1.981000000000000000e+03 1.696257335117886669e+02 1.255805467878069067e+03 1.425431201389857733e+03 6.868235730876991023e-05
4.300000000000000000e+01 2.656000000000000000e+03 1.759904610770090585e+02 1.381375246320452106e+03 1.205384785243443048e+03 4.542744864928023363e-05
4.400000000000000000e+01 2.772000000000000000e+03 1.800769849504740705e+02 1.525904466901506567e+03 1.345827481951032496e+03 8.533039290373718526e-05
4.500000000000000000e+01 7.992000000000000000e+03 2.511068006243026502e+02 1.076679460797990942e+03 1.327786261422293592e+03 9.472700654558288561e-05
4.600000000000000000e+01 3.694000000000000000e+03 9.190532030378074069e+01 8.251108877999441802e+02 7.332055674961634395e+02 8.661118075115120326e-05
4.700000000000000000e+01 5.294000000000000000e+03 1.650719037737167127e+02 1.400356120518275475e+03 1.565428024291992188e+03 5.038156489276107843e-05
4.800000000000000000e+01 5.890000000000000000e+03 1.303937672206332081e+02 1.414071889604841090e+03 1.544465656825474298e+03 5.013703506950194710e-05
4.900000000000000000e+01 2.872000000000000000e+03 1.600193187168667919e+02 1.384764889308384681e+03 1.224745570591517890e+03 4.404689850852876724e-05
5.000000000000000000e+01 5.730000000000000000e+03 2.642882505144393690e+02 1.118676402500697350e+03 1.382964653015136719e+03 4.720452103836772874e-05
5.100000000000000000e+01 4.849000000000000000e+03 1.170935189383371835e+02 1.180602201189313746e+03 1.063508682250976562e+03 7.355600629160701789e-05
5.200000000000000000e+01 3.860000000000000000e+02 1.071082676478795292e+02 1.612176254272460938e+03 1.505067986624581408e+03 9.236351846485936587e-05
5.300000000000000000e+01 9.522000000000000000e+03 2.218720768519810917e+02 1.425103057861328125e+03 1.203230981009347033e+03 8.741636170074910917e-05
5.400000000000000000e+01 6.000000000000000000e+03 1.235960867745535552e+02 1.147258071899414062e+03 1.023661985124860507e+03 9.897989749792206616e-05
5.500000000000000000e+01 6.525000000000000000e+03 2.235037089756558544e+02 1.195361902509416723e+03 1.418865611485072577e+03 8.941220944747630707e-05
5.600000000000000000e+01 5.452000000000000000e+03 1.655994415283203125e+02 1.365419980730329371e+03 1.199820539202009058e+03 8.412345145135455141e-05
5.700000000000000000e+01 9.496000000000000000e+03 1.373964603969029667e+02 1.443945632934570312e+03 1.581342093331473279e+03 5.512325691620997310e-05
5.800000000000000000e+01 5.873000000000000000e+03 1.489305474417549249e+02 1.211431662423270154e+03 1.360362209865025079e+03 3.457703595356004608e-05
5.900000000000000000e+01 6.414000000000000000e+03 1.838500322614390825e+01 1.799174407958984375e+03 1.817559411185128283e+03 5.438627038180330204e-05
6.000000000000000000e+01 8.754000000000000000e+03 1.476709267752512460e+02 1.195269317626953125e+03 1.342940244402204371e+03 8.378532271655496117e-05
6.100000000000000000e+01 2.165000000000000000e+03 9.722702898297984575e+01 1.707091184343610621e+03 1.804318213326590467e+03 9.826182023667996853e-05
6.200000000000000000e+01 4.390000000000000000e+02 1.704377474103653185e+02 1.087382872445242810e+03 1.257820619855608129e+03 3.300234562082419000e-05
6.300000000000000000e+01 3.064000000000000000e+03 1.294468013218470333e+02 1.399566551208496094e+03 1.529013352530343127e+03 9.786832521447181308e-05
6.400000000000000000e+01 4.686000000000000000e+03 8.839919389997203325e+01 1.511120893205915308e+03 1.599520087105887342e+03 4.453626790726345999e-05
6.500000000000000000e+01 5.536000000000000000e+03 1.390942513602119561e+02 1.412235905238560235e+03 1.551330156598772192e+03 5.668476575572814951e-05
6.600000000000000000e+01 5.913000000000000000e+03 1.337019500732419601e+02 1.502865078517368829e+03 1.369163128444126869e+03 4.456946470158550019e-06
6.700000000000000000e+01 2.257000000000000000e+03 1.570624825613838311e+02 1.130001246861049140e+03 1.287063729422432971e+03 8.709407611763376512e-05
6.800000000000000000e+01 4.426000000000000000e+03 1.360501382010322686e+02 1.147988553728376246e+03 1.284038691929408515e+03 5.857819858050722248e-05
6.900000000000000000e+01 9.709000000000000000e+03 1.600087323869977354e+02 1.415635692051478827e+03 1.575644424438476562e+03 6.372252936464521504e-05
7.000000000000000000e+01 5.800000000000000000e+02 1.804819706508092167e+02 1.528006927490234375e+03 1.708488898141043592e+03 9.054569944939087043e-05
7.100000000000000000e+01 9.680000000000000000e+03 1.687940314156667228e+02 1.383940757751464844e+03 1.215146726335798121e+03 8.896327062583933305e-05
7.200000000000000000e+01 2.850000000000000000e+03 1.229511500767298458e+02 1.344634322030203748e+03 1.467585472106933594e+03 4.292351241953933148e-05
7.300000000000000000e+01 9.132000000000000000e+03 8.730468423025945413e+01 1.501216077532087183e+03 1.588520761762346638e+03 4.696454580234541050e-05
7.400000000000000000e+01 9.709000000000000000e+03 1.464863728114537480e+02 1.429158051627022815e+03 1.575644424438476562e+03 6.286108372001500400e-05
7.500000000000000000e+01 5.294000000000000000e+03 1.360794895717076542e+02 1.429348534720284533e+03 1.565428024291992188e+03 4.368898598539256752e-05
7.600000000000000000e+01 8.470000000000000000e+02 1.739578835623606210e+02 1.580818865094865942e+03 1.754776748657226562e+03 7.938392587674660461e-05
7.700000000000000000e+01 1.606000000000000000e+03 7.682643890380859375e+01 1.107910663059779608e+03 1.184737101963588202e+03 5.806036299979769745e-05
7.800000000000000000e+01 5.730000000000000000e+03 2.079598530360631230e+02 1.175004799979073596e+03 1.382964653015136719e+03 6.787643018462302972e-05
7.900000000000000000e+01 5.500000000000000000e+03 1.377810189383369561e+02 1.274088825770786798e+03 1.136307806832449842e+03 9.628047298668450686e-05
8.000000000000000000e+01 4.216000000000000000e+03 1.333722457885739914e+02 1.318806772504534138e+03 1.452179018293108129e+03 5.665400055506463752e-05
8.100000000000000000e+01 2.426000000000000000e+03 1.719869744437080499e+02 1.452863672528947973e+03 1.280876698085239923e+03 3.472498103172450614e-05
8.200000000000000000e+01 3.136000000000000000e+03 1.843556126185826542e+02 1.202009543282645154e+03 1.017653930664062500e+03 5.951254661194077116e-05
8.300000000000000000e+01 3.448000000000000000e+03 1.866399917602539062e+02 1.007968307495117188e+03 1.194608299255371094e+03 9.665000906752635684e-05
8.400000000000000000e+01 8.977000000000000000e+03 1.256869626726424940e+02 1.413431980678013588e+03 1.287745018005371094e+03 4.208289017879004334e-05
8.500000000000000000e+01 9.319000000000000000e+03 2.052186148507253165e+02 1.549675713675362658e+03 1.344457098824637342e+03 5.220562176034462522e-05
8.600000000000000000e+01 4.909000000000000000e+03 1.270137917654851663e+02 1.272828844342912817e+03 1.145815052577427650e+03 5.740996312773579362e-05
8.700000000000000000e+01 6.880000000000000000e+03 1.898223506382533969e+02 1.208840430123465467e+03 1.019018079485212070e+03 9.821677481083785396e-05
8.800000000000000000e+01 6.765000000000000000e+03 1.215088566371373417e+02 1.464239048549107110e+03 1.342730191911969769e+03 9.291769227936682565e-05
8.900000000000000000e+01 6.499000000000000000e+03 1.808286089215957873e+02 1.199135175432477808e+03 1.379963784354073596e+03 4.035868126183718793e-05
9.000000000000000000e+01 8.273000000000000000e+03 1.712402474539619561e+02 1.120117708478655004e+03 9.488774610246930479e+02 6.342562588047695872e-05
9.100000000000000000e+01 9.269000000000000000e+03 1.632329036167689083e+02 1.404774695260184217e+03 1.241541791643415308e+03 1.939836617413251234e-05
9.200000000000000000e+01 6.269000000000000000e+03 1.431832918439592959e+02 1.141173674447195935e+03 9.979903826032366396e+02 9.656722661128915356e-05
9.300000000000000000e+01 5.791000000000000000e+03 1.292189483642580399e+02 1.309333486284528362e+03 1.438552434648786402e+03 1.825452882044785536e-05
9.400000000000000000e+01 6.012000000000000000e+03 1.563366764613560917e+02 1.497111249651227808e+03 1.340774573189871717e+03 8.150120519471370985e-05
9.500000000000000000e+01 1.366000000000000000e+03 1.271693736485074169e+02 1.260653477260044610e+03 1.387822850908552027e+03 5.388935646470587563e-05
9.600000000000000000e+01 5.590000000000000000e+02 1.749555500575472706e+02 1.336217523847307348e+03 1.161261973789760077e+03 3.181833542827697058e-05
9.700000000000000000e+01 4.216000000000000000e+03 1.338422786167689083e+02 1.318336739676339221e+03 1.452179018293108129e+03 9.376376058677524604e-05
9.800000000000000000e+01 9.832000000000000000e+03 1.449137649536132812e+02 1.397707206726074219e+03 1.252793441772460938e+03 6.926674413216671723e-05
9.900000000000000000e+01 7.071000000000000000e+03 1.209088548932755884e+02 1.005796988351004416e+03 1.126705843244280004e+03 5.081454523081166278e-05
