0.000000000000000000e+00 5.131000000000000000e+03 3.161630342393930277e+02 1.263335883044562706e+03 9.471728488051696786e+02 8.783087969183807396e-04 8.986716308593750000e+02 9.171579589843750000e+02
1.000000000000000000e+00 3.800000000000000000e+03 2.861705744539749503e+02 1.249635529732044233e+03 1.535806104186019184e+03 6.040723947224667205e-04 9.185932617187500000e+02 1.000874389648437500e+03
2.000000000000000000e+00 7.984000000000000000e+03 2.158470492624744566e+02 1.435213792646705542e+03 1.219366743384231086e+03 8.859333677668102675e-04 1.255302368164062500e+03 1.158597412109375000e+03
3.000000000000000000e+00 5.131000000000000000e+03 3.095593929150079475e+02 1.256732241720177626e+03 9.471728488051696786e+02 9.966812285220629473e-04 9.344530029296875000e+02 9.171579589843750000e+02
4.000000000000000000e+00 8.577000000000000000e+03 2.727286444405328893e+02 1.516203798132516795e+03 1.243475153691983905e+03 9.217211852720423029e-04 1.134220947265625000e+03 1.195473632812500000e+03
5.000000000000000000e+00 6.960000000000000000e+02 3.343290875802333630e+02 1.060193142334743698e+03 1.394522229914977061e+03 4.898902649189642482e-04 9.708934326171875000e+02 9.753341674804687500e+02
6.000000000000000000e+00 4.659000000000000000e+03 2.203100775794243873e+02 1.454519512247805096e+03 1.674829589827229483e+03 9.161890709374798276e-04 1.279224853515625000e+03 1.182896850585937500e+03
7.000000000000000000e+00 6.199000000000000000e+03 2.407523716308432995e+02 1.213499301146498283e+03 1.454251672777341582e+03 9.238342801015752941e-04 1.033730712890625000e+03 9.917678222656250000e+02
8.000000000000000000e+00 4.064000000000000000e+03 2.657934309951308478e+02 1.082788573307843762e+03 1.348582004302974610e+03 6.487280166840021615e-04 9.323737792968750000e+02 9.488300781250000000e+02
9.000000000000000000e+00 6.152000000000000000e+03 2.043056013681939476e+02 1.193398850729741298e+03 1.397704452097935246e+03 6.055993221039755042e-04 1.061430175781250000e+03 1.062266113281250000e+03
1.000000000000000000e+01 2.685000000000000000e+03 3.071776447071040366e+02 8.549487647606465544e+02 1.162126409467750591e+03 8.754661906281667721e-04 7.306780395507812500e+02 7.481130371093750000e+02
1.100000000000000000e+01 2.656000000000000000e+03 2.057283819343010691e+02 1.408221573871447163e+03 1.202493191937146094e+03 9.780288460083160634e-04 1.157704833984375000e+03 1.125491088867187500e+03
1.200000000000000000e+01 2.740000000000000000e+03 2.727798628887718451e+02 9.568349853735561510e+02 1.229614848262327996e+03 9.888017130843147762e-04 8.877092285156250000e+02 8.716078491210937500e+02
1.300000000000000000e+01 4.659000000000000000e+03 2.207520652155699281e+02 1.454077524611659555e+03 1.674829589827229483e+03 7.061781552483482622e-04 1.228795654296875000e+03 1.182896850585937500e+03
1.400000000000000000e+01 9.217000000000000000e+03 2.453586330160062516e+02 1.105077946088338649e+03 8.597193130723323975e+02 9.783773635228694681e-04 9.093314819335937500e+02 8.367254638671875000e+02
1.500000000000000000e+01 2.350000000000000000e+02 2.427476446997482071e+02 1.439689184049344021e+03 1.196941539349595814e+03 8.285912544923627800e-04 1.194579345703125000e+03 1.129970581054687500e+03
1.600000000000000000e+01 6.920000000000000000e+03 2.518502001512764537e+02 1.097055102404063518e+03 8.452049022527870648e+02 8.120287083178620580e-04 7.429693603515625000e+02 7.388631591796875000e+02
1.700000000000000000e+01 9.371000000000000000e+03 2.247153208193162754e+02 1.121319508568175252e+03 1.346034829387491527e+03 9.289149680202799051e-04 1.086974853515625000e+03 1.068604003906250000e+03
1.800000000000000000e+01 6.572000000000000000e+03 2.372496699256848842e+02 1.645566275526654636e+03 1.408316605600969751e+03 6.995749028009089080e-04 1.481121826171875000e+03 1.377568847656250000e+03
1.900000000000000000e+01 7.483000000000000000e+03 2.898082584042724648e+02 1.288086472317087555e+03 1.577894730721360020e+03 8.888995671596833280e-04 1.270342285156250000e+03 1.311170043945312500e+03
2.000000000000000000e+01 1.598000000000000000e+03 2.347780843250834550e+02 1.370218526163143224e+03 1.604996610488226679e+03 9.056263542480368078e-04 1.228869506835937500e+03 1.231922607421875000e+03
2.100000000000000000e+01 7.050000000000000000e+02 2.473013839531190570e+02 1.108281094146826035e+03 1.355582478099945092e+03 9.666101406445666479e-04 1.002716430664062500e+03 1.008190856933593750e+03
2.200000000000000000e+01 9.556000000000000000e+03 2.166943511891497565e+02 1.420026303644318205e+03 1.203331952455168448e+03 7.355153441995102102e-04 1.225089965820312500e+03 1.163251831054687500e+03
2.300000000000000000e+01 8.545000000000000000e+03 2.514745230016130790e+02 1.339759559877011498e+03 1.591234082878624577e+03 9.064519663585847995e-04 1.231488525390625000e+03 1.215686035156250000e+03
2.400000000000000000e+01 7.416000000000000000e+03 2.357364022153144560e+02 1.355843485879388709e+03 1.120107083664074253e+03 7.275764730720168504e-04 1.016662109375000000e+03 1.053720703125000000e+03
2.500000000000000000e+01 1.598000000000000000e+03 2.039439460634164334e+02 1.401052664424810246e+03 1.604996610488226679e+03 8.907369373691734291e-04 1.256821533203125000e+03 1.231922607421875000e+03
2.600000000000000000e+01 8.834000000000000000e+03 1.704441625126275994e+02 1.615117506540178056e+03 1.444673344027550456e+03 2.437061862059003361e-04 1.452873413085937500e+03 1.440260742187500000e+03
2.700000000000000000e+01 6.224000000000000000e+03 1.960974748218459354e+02 1.497780119643124181e+03 1.301682644821278245e+03 9.979787888920481007e-04 1.370118041992187500e+03 1.283501831054687500e+03
2.800000000000000000e+01 7.416000000000000000e+03 2.642403033770513048e+02 1.384347387041125558e+03 1.120107083664074253e+03 6.254705746354059228e-04 1.101542358398437500e+03 1.053720703125000000e+03
2.900000000000000000e+01 2.859000000000000000e+03 1.982479734734524754e+02 1.317851772815933828e+03 1.516099746289386303e+03 8.567242165973988762e-04 1.164409179687500000e+03 1.104233642578125000e+03
3.000000000000000000e+01 5.791000000000000000e+03 1.887668024675742799e+02 1.262188714672211745e+03 1.450955517139786025e+03 6.681019187152655850e-04 1.134429931640625000e+03 1.141477050781250000e+03
3.100000000000000000e+01 4.565000000000000000e+03 2.145022150980455535e+02 1.214630186866398162e+03 1.000127971768352609e+03 7.282838137939883936e-04 1.090291870117187500e+03 9.832605590820312500e+02
3.200000000000000000e+01 6.152000000000000000e+03 2.673277041115870816e+02 1.130376747986348164e+03 1.397704452097935246e+03 6.859434573268999302e-04 1.052445312500000000e+03 1.062266113281250000e+03
3.300000000000000000e+01 3.321000000000000000e+03 2.267643825505608675e+02 1.351608319604686585e+03 1.578372702155247453e+03 8.631231734239889651e-04 1.163187377929687500e+03 1.119561523437500000e+03
3.400000000000000000e+01 6.000000000000000000e+03 2.057341777252045176e+02 1.231346843598001215e+03 1.025612665872796697e+03 6.519875674333113066e-04 1.069993164062500000e+03 1.005278869628906250e+03
3.500000000000000000e+01 7.071000000000000000e+03 1.752670902426027624e+02 9.473002795929544391e+02 1.122567369835557201e+03 9.855486924176624225e-04 8.981097412109375000e+02 8.805282592773437500e+02
3.600000000000000000e+01 3.800000000000000000e+03 2.850779313458965589e+02 1.250728172840122625e+03 1.535806104186019184e+03 9.754639996196973282e-04 1.091864624023437500e+03 1.000874389648437500e+03
3.700000000000000000e+01 9.150000000000000000e+03 2.688644950915077061e+02 1.328284767033304661e+03 1.059420271941796955e+03 9.770414734502879794e-04 1.004746582031250000e+03 9.582169189453125000e+02
3.800000000000000000e+01 4.792000000000000000e+03 2.799429580900718975e+02 1.069048866232060163e+03 1.348991824322132061e+03 9.341907915892209285e-04 8.955078125000000000e+02 8.821948852539062500e+02
3.900000000000000000e+01 4.659000000000000000e+03 3.275587505040778069e+02 1.347270839323151677e+03 1.674829589827229483e+03 9.348203756698386050e-04 1.214623046875000000e+03 1.182896850585937500e+03
4.000000000000000000e+01 8.470000000000000000e+02 2.027892458904175328e+02 1.560367862887017509e+03 1.763157108777435042e+03 4.366594818125808211e-04 1.488029785156250000e+03 1.511700683593750000e+03
4.100000000000000000e+01 9.087000000000000000e+03 2.333647365069202806e+02 1.294262027432888544e+03 1.527626763939808825e+03 9.489593642261741563e-04 1.154867919921875000e+03 1.083076782226562500e+03
4.200000000000000000e+01 3.800000000000000000e+03 2.505114655445047447e+02 1.285294638641514439e+03 1.535806104186019184e+03 7.920293464151441582e-04 1.007257202148437500e+03 1.000874389648437500e+03
4.300000000000000000e+01 7.416000000000000000e+03 2.786879710112311841e+02 1.398795054675305437e+03 1.120107083664074253e+03 8.268076959774317601e-04 1.153620117187500000e+03 1.053720703125000000e+03
4.400000000000000000e+01 8.577000000000000000e+03 2.529916337578997627e+02 1.496466787449883668e+03 1.243475153691983905e+03 9.633551905393968095e-04 1.243887695312500000e+03 1.195473632812500000e+03
4.500000000000000000e+01 6.960000000000000000e+02 3.218071559794416316e+02 1.072715073935535429e+03 1.394522229914977061e+03 8.982798764385938831e-04 9.147076416015625000e+02 9.753341674804687500e+02
4.600000000000000000e+01 4.562000000000000000e+03 2.502851847990024226e+02 8.226268034611410940e+02 1.072911988260143517e+03 7.491630341819838050e-04 7.014978637695312500e+02 7.525234375000000000e+02
4.700000000000000000e+01 4.875000000000000000e+03 2.870198202382071031e+02 1.398562440681421322e+03 1.685582260919628425e+03 9.039098819747570573e-04 1.320984619140625000e+03 1.336687255859375000e+03
4.800000000000000000e+01 1.598000000000000000e+03 2.012057071774984252e+02 1.403790903310728254e+03 1.604996610488226679e+03 9.134715477348207251e-04 1.223882324218750000e+03 1.231922607421875000e+03
4.900000000000000000e+01 7.398000000000000000e+03 2.026417758473489812e+02 1.383168846433962699e+03 1.180527070586613718e+03 6.841446114786892173e-04 1.235514282226562500e+03 1.135252197265625000e+03
5.000000000000000000e+01 6.199000000000000000e+03 3.317157368902737744e+02 1.122535935887067808e+03 1.454251672777341582e+03 9.336853937978041151e-04 9.411787109375000000e+02 9.917678222656250000e+02
5.100000000000000000e+01 6.152000000000000000e+03 2.255462349253919001e+02 1.172158217172543345e+03 1.397704452097935246e+03 7.853308706197156342e-04 1.030514160156250000e+03 1.062266113281250000e+03
5.200000000000000000e+01 3.851000000000000000e+03 1.856549841613000353e+02 1.597219124812970676e+03 1.782874108974270712e+03 8.628511652633176618e-04 1.433346191406250000e+03 1.492443725585937500e+03
5.300000000000000000e+01 7.416000000000000000e+03 2.982542073775962308e+02 1.418361291041670484e+03 1.120107083664074253e+03 6.626582128920658439e-04 1.018557922363281250e+03 1.053720703125000000e+03
